,TweetID,HateType,TweetText,Hate
4500,450425812169154560,1,RT @1Terror409 Women's sports &lt; staring at a blank TV screen... Not sexist but can't seem to get any enjoyment out of it,0
4502,450426299958312960,1,"Hear that, Vanessa Mae? Nate says you suck. @longarm_johnson I'm not sexist but most women musicians suck ass",0
4503,450426597955227648,1,What an odd place for an asterisk. @JoeyTDB I'm not sexist but *most girls are fucking stupid.,0
4504,450426749323452416,1,uh @TommytheTank3 @SaintMarche whatever about a man (sorry im not sexist) but a woman should never let herself go...,0
4505,450727126199582720,1,RT @jamescarterffc I've made an observation lately.. That a lot of women really struggle with parallel parking #notsexist,0
4506,450727254771769344,1,RT @LOTRQuotes69: Women are stupid. Fuck 'em then leave 'em. If you want to be intelligent hang out with men. #SorryNotSorry #NotSexist #So…,0
4507,450727284853321728,1,"RT @NicBeardsley311: Id love to turn around and tell this lady to shut up cuz the way she is bossing her husband around, its a super annoyi…",0
4508,450727311482974209,1,RT @juniorjeavons: @S90CMP Women do seem to turn it into a battle of who's pet is the cutest... And take it all rather personally. #sexist …,0
4509,451159434899636224,1,RT @TheRealHeez Not sexist but women's basketball is REAL hard to watch #Layups,0
4510,451159499156361216,1,RT @el_raymos NOT SEXIST.. But who the fuck gives a damn about the WNBA?,0
4511,451159532408799232,1,RT @Joey_Vital I'm not sexist but i hate watching women play sports.,0
4513,451160316135493632,1,"see: ""redundant"" @DoDaDrew2 Can I just fast forward to where I have a wife who cooks for me and cleans? I'm not sexist, just old school.",0
4514,451160807842123776,1,I'm not vegetarian to an extent but eat anything but beef? No. @ConnorAPercival I'm not sexist to an extent but female rappers? No,0
4515,451161197774000128,1,"RT @Willy_Goncalves I'm not sexist in any way, shape or form but the female presenters on sky sports news are soo prestigious",0
4516,451161795231625216,1,barf @RayyBands Call me sexist but women sports are boring unless they're wearing something short and/or tight and they're jumping around.,0
4517,451162803869474818,1,"And yet somehow, they thrive without your ignorant laughter. @juckfohn Call me sexist but I just don't find women funny.",0
4518,451163042642796544,1,"Maybe she'll have cleats on. @tbowditch12 Call me racist, call me sexist, but every time Olivia Chow talks in this debate, I wanna slap her.",0
4519,451378057043914752,1,RT @aurrraaaa the baby doesn't have a dad in her life and her mom is a whore. this is a future stripper of America in the making,0
4520,451378295116804096,1,"Pretty sure the number of holes is constant @ashleekelts ""this road has more holes in it than a whore has on a saturday night."" -kaylies dad",0
4521,451378554404491264,1,- A Misogynist @parody_guy A woman wants her man to treat her like a princess to the world and fuck her like a whore. - Someone,0
4522,451383127122796545,1,"RT @RICANROLL: @YesYoureSexist tell the bitches, whores, sluts and cunts to change their behavior...that'll end the speech",0
4523,451830958996463616,1,Are you for fucking real? @A5madAl I am not sexist but I don't think men and women are equal.,0
4524,451831089770676224,1,"RT @Justice_CHROME Now I'm definitely not sexist, but if you're gonna be awkwardly feminist I will call you ""poppet"" every-time I see you",0
4525,451831210302373889,1,HAHA @ThaRodickk Im not sexist....but I honestly think only men should be reporting on Football on Sportscenter...just saying haha,0
4526,451831940207759360,1,10-year-olds can't even get their license! @00SimmerforLife I'm not sexist but guy teachers are by far better than teachers that are girls,0
4527,452125739987390464,1,RT @TheHolyKuran Im not sexist but only like 4 girls (if that) are funny on twitter rest of u hoes try too hard,0
4528,452125828717883392,1,"RT @AlexSummers92 I'm not sexist but.. ""What Ferrari was it?"" @Ellen_Skinner ""a red one""",0
4529,452125897395412992,1,RT @SnackPrine Im not sexist but some females need to stay off the fucking roads,0
4530,452125964835635200,1,RT @Mr_BrightEyes There is NOTHING more retarded then a female who talks shit about kicking a guys ass. I'm not sexist but get real bitch.,0
4531,452126299671121920,1,"WE GOT A COMEDIAN OVER HERE @phildgreen007 @itvnews Not sexist, But it's a man hole.",0
4532,452126474502299648,1,Men lack such self-awareness @3umarzF Women are so complicated. #NotSexist,0
4533,452126678970429440,1,RT @DillonChaissonn This is when a girl would come in handy #someonecomeclean #notsexist,0
4534,452126875125420032,1,RT http://t.co/8NkQqwiuAV @Banta_14 You are a tool if you set your phone background as a selfie. Male or female. #notsexist #jk #womanbeater,0
4535,459788361041846272,1,RT @DakotaCoy I'm not sexist but women should be sports commentators for women's sports and men for men's,0
4536,459788424866574336,1,RT @Gaz_Clues I'm not sexist but women drivers are shit,0
4537,459788486405390336,1,"RT @DarwinLp777 I'm really not sexist, but most women can't drive for shit!!",0
4538,459788564494962689,1,Totally not sexist. At all. @Griffith_Bempah Why is there women's football I'm not sexist but I find it irrelevant,0
4539,459788808280494080,1,DEF not sexist @jamessspurcell it's just not a good look in my opinion. Im definitely not sexist but I just feel like suits are more for men,0
4540,459788918578102272,1,They just want to smack you when you talk. Period. @__Chris33__ I'm not sexist but I hate when girls talk about sports I just wanna smackem,0
4541,459789027546103808,1,#totallyneededtobetweeted @PowerbombJutsu I'm not sexist but I just don't care about women's wrestling,0
4542,459789068222488576,1,"RT @sunshineJafiwi: Back then, Men were in charge and women were obligated to them. Today, women are just as equal and even better. Not sex…",0
4543,459789278151602176,1,So many people must want to be your friend! @faded_A_wray420 Sent a mass snapchat of my laundry asking only women to fold it. #NotSexist,0
4544,459789323593072640,1,RT @LOTRQuotes69: Why shouldn't women drive? Because there's no road in between the kitchen and the bedroom. #NotSexist #SorryNotSorry,0
4545,460525292931383296,1,RT @Mr_LayedBak I'm not sexist but I hate when women are the analyst or play by play person. they have no idea what they talking about,0
4546,460525449102098432,1,"RT @Jcow90 I'm not sexist, but I hate female vocalists normally, except Haley Williams from paramore. Chicks got some pipes on her",0
4548,460525727356448768,1,RT @fearnoMan22 I'm not sexist but some things shouldn't be said by females,0
4549,460819269731622913,1,RT @kieranMDK I'm not sexist but women comedians are fucking shit,0
4550,460819571335647233,1,RT @Jason_Eyerman Girls shouldn't do drugs #NotSexist #JustTheTruth,0
4551,460819646271062016,1,"""girl sports"" gives it away here @LM26_LYE_ERA I dont even understand why girl sports are televised #notsexist #justsaying",0
4552,460819812508110848,1,She doesn't give a shit what you think. STAGGERING @Cooohkies This girl across from me has a jungle on each leg #Pleaseshave #NotSexist,0
4553,461290956419919872,1,RT @Jean_D_Almeida: Im not sexist but its just amazing when a woman knows how to cook! #lovrmesomefood,0
4554,461291149068484608,1,"""just don't"" = the sum total of your unconscious biases @NoPromises_ I'm not sexist but I just dont like female singers haha",0
4555,462634724519723008,1,RT @pcaudi15: I'm not sexist but I can honestly say I've never felt safe riding in a car with a woman driving!,0
4556,462634802986770433,1,RT @LeoOlivares93: I'm not sexist but women shouldn't be able to drive!!,0
4557,462635169577324544,1,Get a grip @Tee_Reel: Im not sexist but my dentist is a Woman because I don't feel comfortable with a guy sticking his hands in my mouth.LOL,0
4559,462635427212439552,1,RT @BalockayAyAyRon: Call me sexist but I think a woman on a motorcycle is kind of dumb. Especially when she has ape hangers...,0
4560,462635748710035456,1,"No one cares what u think. @GND_BDURHAM: Call me sexist, but heels &gt; no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.",0
4561,462635812148875264,1,"No. @JuBSmoove: Call me sexist or whatever, but Imma need for female personal trainers to be sexy. #sorrynotsorry",0
4562,462635925340553216,1,"RT @MoB_Jigga: I'm sorry, call me sexist but I cannot respect a females opinion nor entertain it when it has to do with sports, even the pr…",0
4563,462635980839981056,1,RT @MagallonaIan: I'm not politically correct. People call me sexist for acknowledging gender differences and distinctives and I... http://…,0
4565,462636174280908800,1,"Don't worry, they don't care what you think. @TommyWard15: Call me sexist but I despise female comedians and female rappers",0
4566,462689266108088320,1,"Yes, because *I* was the rude one. @TommyWard15: I will sock your mom in her fucking uterus if you ever talk to me like that again",0
4567,465990982417129472,1,"RT @joshpowers32 Look, I'm not sexist, but tell me you don't get at least a little nervous when you see a woman truck driver",0
4568,465991316447326208,1,"Classic! @itstherealdre @yoliana24 I'm not sexist, but I do believe that women are inferior to men.",0
4569,465991620144283648,1,RT @of_The_Guild It really pisses me off when anime girls don't have big boobs #NotSexist,0
4570,465991659155496960,1,RT @justin13j Do women announcers annoy anyone but me? #NBA #notsexist,0
4571,466599362081333249,1,RT @eminemtbfh I'm not sexist but it is fact we can do more than females it's scientific fact....the only people that say otherwise are,0
4572,466599602313900032,1,RT @LeVi_Krueger28: If women ruled the world.. There would be no war. At all. Just a bunch of countries that wouldn't talk to each other! #…,0
4573,466599938382524416,1,"Google ""straw man"" @RamiRMilhem Why is it that women want equal rights but also want to be catered at the same time? #notsexist #justdatroof",0
4574,466684739789680640,1,RT @JiggaThatNigga_: @YesYoureSexist you don't understand my intent,0
4575,467063803197145088,1,RT @Carlos_de_Luna I'm not sexist but everytime another driver pisses me off is always a f****** woman,0
4576,467063861678309376,1,BACK AT YOU DOUCHE @GrindMode407 Mannnn I'm not sexist but if you a female &amp; you can't cook #KillYaSelf,0
4577,467063983153758208,1,RT @9alex_cruz4 I'm not sexist but girls and driving doesn't work.,0
4578,467064399073521666,1,RT @Smouv @rmv1989 The only position they belong in ;) haha #NotSexist,0
4579,467123354760007680,1,"RT @GrindMode407: I Cook Bitch ;p""@YesYoureSexist:BACK AT YOU DOUCHE @GrindMode407 Mannnn I'm not sexist but if you a female &amp; you can't co…",0
4580,467390540678299648,1,Do I have news for you! @MikeSMASH14 I am not sexist but some women make me want to be.,0
4581,467390637067603968,1,Here's a tip: You're sexist. @KmS_DKris I swear I'm not sexist but sometimes I think I act that way and idk how to explain it v.v,0
4582,467390715421413376,1,"RT @uzairjaat I'm not sexist but women and men are just different they can't be same, I'm not saying that men are superior but yeehh",0
4583,467390793859088384,1,RT @JSMiller41 Girls playing football in a park with no guys just looks somewhat unnatural. #notsexist #observations,0
4584,467391020326322176,1,http://t.co/5a8IkXqSIx @anandkothekar #ArnabGoswami is a woman. Just can't stop talking. #NotSexist,0
4585,467391365530132481,1,"RT @Joey_Eitner Please, let's hear the woman's perspective on a sporting event. That went well #notsexist #justobservant",0
4586,467391529951035393,1,RT @liamalexisdm: I'm not sexist I just don't believe in some of the idiosyncrasies of certain females out there. Males too.,0
4587,467825656856719361,1,"RT @aliffabr You're a moderator of a BIGBANG fansite, shouldn't you be more objective? Seriously, sometimes girls can't think properly.",0
4588,467825667921293312,1,"""what I see as a fact"" rofl @aliffabr Emotions get in their way far too often. I'm not sexist, I'm just stating what I see as a fact.",0
4589,468084701668728832,1,RT @WillTar: @TanyGriff @VeloUK why do women play best of 3 and men best of 5 in tennis. it is not sexist but in most sports women are not …,0
4590,468084765216608257,1,RT @bquinn18 I'm not sexist but all women suck at driving and they should not have the right to get behind the wheel,0
4591,468176504543641601,1,"Shorter @WillTar : ""Anyone who doesn't agree with you that women should be legally prohibited from driving is sexist!? OUTRAGE""",0
4592,468176807187853312,1,Just because I think women don't have human rights #DoesntMakeMeSexist,0
4593,468476725777555456,1,"RT @adam_jibali I'm not sexist, but this is why women should not be allowed to have an opinion on football... http://t.co/jR33ScWtcR",0
4594,468476803388960768,1,RT @RambLe513 and as far as a girls team.. Name me one all female team who has placed top 25 at a major event. Not sexist but it's a waste,0
4595,468476857587732481,1,"RT @Lord__Dexter: ""Depends on their costume @Replacement2: Am not sexist but can women league football ever get the kind of attention the m…",0
4596,468477080225587201,1,What a boring question. @Replacement2 Am not sexist but can women league football ever get the kind of attention the men's league gets??????,0
4597,468477184907042816,1,RT @1scrag1: I talk with a number of single American ladies who can't understand why they can't keep a partner. If I told them they'd call …,0
4598,468477306319548416,1,RT @RyanMersh Call me sexist but I have yet to have a women roll me a good burrito at Chipotle. It's been 4 years.,0
4599,468477354323361792,1,RT @JohnHague7 Call me sexist but I can't stand seeing girls neck a pint,0
4600,468840525358170113,1,"RT @ChrisDubSaye I swear I'm not sexist, but all girl drummers look really awkward whilst playing.",0
4601,468840572200177665,1,RT @yungthothunter I'm not sexist. I do have a problem with people who exploit double standards and* use their sexuality for attention tho.,0
4602,468840831294504960,1,"Wish I could reply with gifs. @ThisIsFNW I hate when women want to be men. It's not sexist, it's biology. Were just different, accept it.",0
4606,469140012403920897,1,RT @darthkbub Give your daughters a fighting chance don't start them out with stripper names,0
4607,469140023938281477,1,RT @darthkbub I'm not racist and I'm not sexist...I'm just tired of self-entitlement,0
4608,469183346048630785,1,RT @ianaries: We are watching Battleships again. Sorry to sound sexist for a moment but even Rhianna's bottom didn't make this worth watchi…,0
4609,469560664269135872,1,Agreed. Relationships would be much better without any men. @Msaleh14 Listen I'm not sexist but no girl should be the man in a relationship,0
4610,469560728139988992,1,RT @enrique_treto I'm not sexist but I'm really glad I'm a guy lol,0
4611,469561001600229377,1,Where's YOUR mother? @LOTRQuotes69 Tell your mom I left her money on the counter.Also ask her where my sandwich is! #NotSexist #SoryNotSorry,0
4612,469561068935585792,1,RT @itsbariecool @Mccheesy904 it happens vice versa but men are smarter naturally #NotSexist,0
4613,469985930405621760,1,"RT @LOTRQuotes69: @YesYoureSexist 3 Hours away, probably fucking some dude instead of making me a sandwich.",0
4614,469986009682169856,1,RT @charlie87042 Im not sexist but i find it really weird seeing a woman sing in a band full of guys,0
4615,469986110408380416,1,RT @YesYoureRacist @JoshRayney Not sexist but can't stand women Black cabbies...just saw two on the bounce #BigNoNo,0
4616,469986272887320579,1,RT @Mr2Wrong: @EskimoTori I'm not sexist but I do agree with gender roles. I have a dick. U don't. Gender is not the same.,0
4618,469986660722040832,1,RT @wcrane53 I'm not sexist but I do not want to hear a female call an NFL or NBA game.,0
4619,470382497318985728,1,"RT @RICANROLL: @YesYoureSexist no, rape is",0
4621,471349889830375424,1,RT @travisgutshall: I'm not sexist but I do believe that men should provide for the family and the women should stay home and take care of …,0
4623,471350025876815872,1,"RT @jkow94: ""Type in ""feminism is"" on google, these should not be in the Autofill results http://t.co/K44FaGUI2t"" not sexist but i needed t…",0
4624,471350149046759425,1,RT @CjSajulga Women are reckless drivers. #Notsexist #realtalk,0
4625,471350227350192128,1,RT @GUYFIERl Women shouldnt rap its gross #notsexist,0
4626,471350398628794369,1,The reason is sexism. @DM_BallSoHard Female comedians just aren't funny to me for some reason #NotSexist #JustFacts,0
4627,471351526527496193,1,"It kills me when men say women should take ""I'd fuck her"" as a compliment and not objectification when men will literally fuck an apple pie.",0
4630,471667303067574272,1,RT @ThereGoTY I'm not sexist but women working construction just isn't the same...,0
4632,471667572081823744,1,http://t.co/ZJbWagVNrg @1ShadeOfRitch And im not sexist but some of these #YesAllWomen posts are just the most dumbest things on twitter,0
4633,471668721337896961,1,I'm sick of you useless ass people in my culture. @1ShadeOfRitch stfu im sick off you useless ass people in my mentions,0
4636,472386290517020672,1,RT @TerpConfessions: #8161 Im not sexist but for some reason every time a woman commentator comes on and gives her two cents about the... h…,0
4639,472386592141623296,1,RT @nowlinn Not sexist but I hate female sports announcers,0
4640,472386668553437184,1,THE OUTRAGE. THE OPPRESSION. @FreeWilly_21 I'm not sexist but why is Annika on my memorial badges? #PGANotLPGA,0
4641,472386737692372993,1,RT @GaryWorkid: @DubaiNameShame I'm not sexist but I'm old hat cleaning the car a blokes job cutting the grass a blokes job we have a dish …,0
4642,472386811398848512,1,RT @B_Eds517 I'm not sexist but damn why do they let Females act like they know basketball...,0
4643,472386857288740866,1,RT @macleod_robert: I'm not sexist but after reading about new coloured parking bays that assist women park faster I thought.....! http://t…,0
4650,474246227857395712,1,"RT @CamTayylor: I'm not sexist, but generally speaking, girls just aren't funny? With the exception of about 3, none of them that I know, m…",0
4652,474246596486381568,1,RT @GlockzRTR: Females Need To Stop Thinking That They'll Be Treated Exactly The Same As Males...Society Wont Let It Happen #FactsOfLife #N…,0
4653,474246656850812931,1,RT @rorybrown_mufc: all woman short lists in parliament...really? if they were good enough they'd beat the men to the vote #NotSexist,0
4654,474246836954226689,1,"You realize most people who cut hair are women, right? @Jovvven: I have yet to meet a woman who can cut a good haircut #notsexist",0
4655,474246925915394048,1,"Yes, you're both. @kfuru16: My sister is a woman and Asian. She is the worst driver in America #notracist #notsexist",0
4656,474247100897574913,1,SO CLEVER @Billy_K11: How are girls so bad at math when they know so much about hair volume and the volume of their mascara #NotSexist,0
4657,474247212126318592,1,"Fuck off forever, dickweed. @RedDogRoberts: @LtotheEWIS women can't park. #notsexist #fact",0
4659,474261136041181184,1,RT @rorybrown_mufc: @Connorsmart3 @YesYoureSexist jealous cause they are inferior #jokes,0
4662,474571094008279040,1,"I'm assuming this isn't as deep as ""ceci n'est pas une pipe"" @Nucka_Juice: Girls sports are not sports #notsexist #justfacts",0
4663,474711657914978305,1,"RT @Jepattybun I'm not sexist but every Pokemon team I've ever had has always been strictly male, hmmm",0
4664,474711817889906689,1,Cat get onto the keyboard again? @CalebKn I'm not sexist but I don't believe in equality.,0
4665,474712079211835392,1,na na na na na na na na na na na na na na na na BANTHEMMM @Jordypordy88 I'm not sexist but female comedians are all shite!!! #banthem,0
4666,474720980145668096,1,RT @CalebKn: @YesYoureSexist doesn't make me sexist. I have a right to an opinion. I believe in equality for those who are equal. Man or wo…,0
4667,474909398104416259,1,MALE OPINION ALERT! @MusicYouSavedMe I swear im not sexist but WNBA..........I'll pass lol,0
4668,476394158383321088,1,"RT @BillyCronch16 ""@OfficialTedSays: Easy bake ovens: Teaching girls their role in life since 1963."" Im not sexist but this is hilarious!",0
4669,476394224892387329,1,RT @jayirvine_ Not sexist but women's tennis is a joke compared to men's hahaha more breaks of serve than holds,0
8296,575958752571981824,1,"Kat, Kat, Kat - who are you going to blame now? And without 'strategic' voting, your days are numbered! #MKR #seeyalater",0
8297,575958736906244098,1,They actually cooked logically for camping Josh/mum whose name I can't remember #MKR,0
8298,575958696179552256,1,#MKR Baaarrrbbeeeqquuueee #Colin,0
8299,575958675946229760,1,did they end up making about 5 gozlemes in total? #mkr,0
8301,575958663661146112,1,Oh Capt salty is smoking something #mkr,0
8305,575958574506975232,1,.@mykitchenrules we LOVE the idea of a #campingchallenge #GreatAussieBBQ http://t.co/VWoeHKnaYM #katandandre are going down #MKR,0
8306,575958571185098753,1,"Best thing I have heard :)
RT @j_e_p Quote from my other half about Kat 'You can tell she's a rough pub mole'. #mkr",0
8307,575958568312053760,1,#mkr http://t.co/lZ7m2e8Q4K,0
8309,575958501328986112,1,Making delish burritos with my boy :) #instafood #burrito #mkr https://t.co/vguY7VmZOH,0
8311,575958492814516224,1,"So is this going to be a show down between Kat and Annie?

#MKR",0
8315,575958414448173057,1,"Haha Kate, wiped the smile off your face too #mkr",0
8318,575958361696550912,1,#katandandre might have to eat her words after receiving some not so great feedback on their ham and gruyere dish. #MKR #tvweekmag,0
8321,575958280066895873,1,Oh god Annie and Lloyd what the hell? #mkr,0
8322,575958262304141312,1,#MKR Based on the crap served there should be FOUR teams in the cook off!,0
8323,575958258508115969,1,I'm just cringing for the girls...  WHYYYY???? #MKR,0
8325,575958212232380416,1,#KatandAndre do you understand the meaning of karma #EducationIsNotACrime #mkr,0
8326,575958210940555265,1,RT @MuricanGrlInAUS Kat and Andre are such assholes #karmaisabitch #gohome #mkr #shitcooks,0
8327,575958168737546240,1,#MKR #Kat &amp; #Andre - SUCKED IN! #WhoAreTheSuckersNow #KarmaIsABitch #ThatsWhatYouGetForLaughingAtOthers,0
8330,575958147220647936,1,"Josh &amp; mum have the right combination. Adding extra bacon after a request, is the perfect touch. Well done. People like free add-ons. #mkr",0
8332,575958131739529216,1,It's game on...skulls another beer  #mkr,0
8333,575958130644942848,1,Haha sucked in Kat &amp; Andre #cantcook #boringfood #MKR,0
8336,575958051594772481,1,Kat's attitude is getting on my nerves. @mykitchenrules #mkr #mkr2015,0
8337,575958046465093633,1,Annie and Lloyd Kat and andre. Get fucked the lot of ya's.  #mkr,0
8338,575958045903060992,1,RT @mykitchenrules: Favourite (and cutest) review so far! Yummy! Yummy! Yummy! #mkr #hungrycampers,0
8339,575958044770598912,1,Some yummy camping food on #mkr tonight! And some not so good food.,0
8340,575958025007042560,1,God I hope kats gone soon What are stuck up &amp; #-* #mkr,0
8341,575958006711525376,1,RT @aussie_gal27: The editing on #MKR is Genius #katandandre #Fools,0
8342,575957997941170177,1,"""@Ima_TV_Junkie: What the hell were Annie and Lloyd thinking??  #BadChoiceSA #MKR"" Kat might get their wish of going up against her...",0
8343,575957929414635521,1,Fingers crossed Kat &amp; Andre go into sudden death - where they belong! #mkr #katandandre,0
8344,575957925656596481,1,And that wipes the smile off YOUR face Kat #mkr,0
8346,575957902877282304,1,Hahaha suckeeeeers! Karma's a bitch Kat &amp; Andre!!! #MKR #hungrycampers @mykitchenrules,0
8347,575957900943724544,1,#mkr I'm loving Colin apart of the judging this year !!! He is awesome @MKR_Official,0
8348,575957863148888065,1,"Bahahahahahaha take that u stupid mole! U humiliate urself every show, kat! #MKR",0
8349,575957856752541696,1,RT @LisaMRomano: The ever charming Kat has a moment of humour #MKR,0
8350,575957853191565312,1,Can Kat repeat the same unbridled joy she had for Annie failing towards her own failures? #MKR,0
8352,575957838524063744,1,RT @Kirrily: Is Kat crazy? Like The Joker. Cruel &amp; crazy. &amp; clueless #Mkr,0
8353,575957833138642945,1,RT @Nodonn3: #MKR because 5+ minute add breaks are just the best!,0
8355,575957815509946368,1,Well now I just hope Kat and Andre crash and burn - nasty little biscuits #mkr,0
8357,575957762040950784,1,"#mkr Colin is whinging about TOO MUCH PANCAKES?! Well, I hate unicorns.
See, now we're both complaining about things that don't exist.",0
8358,575957761990602752,1,Kat &amp; Andre need to be kicked out! #MKR #hungrycampers @mykitchenrules,0
8359,575957756768735232,1,"Oh. My. God. Seriously, pure evil. That is not editing, it's just plain nasty to make those comments. #MKR #KatandAndre",0
8360,575957751437733888,1,Josh &amp; Mum ..mmmmm Yummo!!! #MKR,0
8361,575957748250091521,1,It's like I can feel them all burning in the sun #MKR,0
8362,575957743342747648,1,"That's called karma, Kat. #mkr",0
8364,575957742487105536,1,"Kat in shock.  And humiliated.
So enjoyable.
#mkr",0
8365,575957740729671680,1,Quote from my other half about Kat 'You can tell she's a rough pub mole'. #mkr,0
8366,575957738439593984,1,Kat on #MKR says what every one else is thinking #smugfaces.,0
8367,575957692264488960,1,"RT @bobillingworth: Yeh. Laugh again, Kat. #mkr",0
8368,575957687705341952,1,"if it's a Kat and Annie showdown, the 'sudden death' could be literal. #mkr",0
8370,575957686715469824,1,LOL kat's smile gone in less than 5 seconds #mkr,0
8371,575957682105905152,1,Vickys job is to stand there and do nothing hereby scaring all the Bears away #mkr,0
8372,575957678050037760,1,Kat and Andre's reaction to Annie and Lloyd was disgusting. They so deserve to be eliminated with extreme prejudice #MKR #MKR2015,0
8373,575957677374709760,1,Wow. I think Kat is the least likeable person ever! #mkr,0
8375,575957666645745666,1,Kat and Andre you are as unpleasant as your cooking #mkr,0
8376,575957615580049408,1,Colin's review of Kat &amp; Andre is equivalent of a teacher saying well done on writing your name in pencil. #mkr,0
8377,575957612400779264,1,"Boyfriend: ""Sudden death is actually literal. The teams will have to live on the paleo diet and see who dies first."" #MKR",0
8378,575957610001604609,1,I remember the top chef contestant doing a Japan dumpling soup for Cowboys in a camp ground #mkr,0
8381,575957601281708032,1,Prayer circle that Kat and Andre will face sudden death #mkr,0
8382,575957601147449345,1,"RT @Dean_Machine_: Of course Annie doesn't do outside. She's a redhead.

#MKR",0
8383,575957599243239425,1,Those poor #mkr contestants having to camp &amp; cook for 200 for breakfast. Camping! Putting up a tent! Not staying in a cabin. Camping! Yuck!,0
8384,575957554037067776,1,RT @Dan_C_M84: Professor Snape or Colin Fassnidge? @mykitchenrules #mkr #HarryPotter #lookalike http://t.co/lyWDwhZWid,0
8385,575957546978013184,1,Kandre are SUCH bad sports #MKR,0
8388,575957544310439937,1,"Colin ""doesn't care if you're cooking on the lake"". Marine Parks and Wildlife do.

#MKR",0
8389,575957542137786368,1,Kat and Andre are so so mean. #mkr,0
8390,575957540283904000,1,"RT @finicalgal: Bianca is ""feeling sick"". She tried the baked Greek eggs.

#MKR",0
8391,575957539164028929,1,I feel sorry for the tent. #mkr2015 #mkr,0
8392,575957518301581313,1,RT @SydneyEditor1: Lots of raw food around #MKR,0
8393,575957464094351360,1,Thank you #mkr producers for making me hate Kat so much. You have done your job perfectly.,0
8394,575957443588403200,1,"#mkr how many times does karma have to slap you in the face till you realise you can't cook, Kat and Andre?",0
8396,575957430581886977,1,"""Bubble and squeak"" or ""terrible and shit"" ? Thats the question #mkr",0
8397,575957429503954946,1,Insert evil laugh here #yousuck  #MKR,0
8400,575957363313618945,1,Wow.  Kat &amp; annie make the perfect horrible couple #MKR,0
8401,575957356304953344,1,Bad bad food. Plain and simple Kat. #MKR,0
8403,575957350416195584,1,Karma. I hope it bites Kat on the butt. She is just nasty. #mkr,0
8404,575957346909704192,1,"take that Kat &amp; Andre, scum of the earth LOL #mkr. I just can't with them...
#mykitchenrules.",0
8405,575957340635025408,1,When did #Kat become #MrBurns??? #evil #mkr #shameonyou,0
8409,575957275224887296,1,"Of course Annie doesn't do outside. She's a redhead.

#MKR",0
8410,575957272758652929,1,"RT @arna_jane: Kat and Andre, Annie and Lloyd...sudden death. Please. #MKR",0
8411,575957269164220416,1,#MKR Jesus Annie stop fucking grinning like a fool. Someone tear up a poster of a unicorn in front of her to stop her smiling.,0
8412,575957266475708416,1,"Toot toot, the karma train stopping at Kat's station! #MKR",0
8414,575957240768667650,1,I have a bad feeling about Sheri and Emilie... was too complicated for the time frame.. #comeongirls #MKR,0
8415,575957238386335744,1,"You jog Colin, Pete can just hurl into his spittoon. #mkr",0
8416,575957230685548544,1,Oh Kat. Your turn now. It was just as bad. #MKR,0
8417,575957228181557249,1,"Yeah Kat I wouldn't laugh so hard you are about to be brought back down to earth, now who's laughing #mkr",0
8418,575957165061632001,1,"""That'll wipe the smile of your faces."" Yep, now yours is wiped too! #MKR",0
8421,575957137299394560,1,"Why is Kat over there looking smug? She can't even cook.

#MKR",0
8422,575957136972197889,1,Don't excuse your bad cooking Annie #MKR and then Kat's gloating comes on lol,0
8424,575957133906190337,1,mmmm Is there more to Easter than #Chocolate? Read my #Foodie blog http://t.co/D48y2jegMj #MKR mmmm http://t.co/GUIN1PmVpA,0
8426,575957106026647552,1,"The shadows are going the other way now, time for some lunch   #Mkr",0
8427,575957039106531329,1,I'll be ready for breakfast by the time this episode is finished.  #mkr,0
8428,575957009410838528,1,Annie and Lloyd WORST dish of the day if you ask me #MKR,0
8429,575957002431508480,1,I'm with that kid... #IceCreamForBreakfast!!! #MKR,0
8430,575957000607043584,1,"'your meatball was like rubbery cardboard, a bit like my leathery skin' #mkr #pete",0
8433,575956940339052544,1,Did I miss something? Where is Adam? #MKR,0
8435,575956911130066944,1,#MKR because 5+ minute add breaks are just the best!,0
8436,575956857707077633,1,"colin needs to go for a jog, pete maybe needs a gastric pump, colonic irrigation +/- dialysis. #mkr #paleo",0
8437,575956853911224320,1,"Pancake-gate, who's is better? @mykitchenrules #mkr #mkr2015",0
8438,575956851122012161,1,"Kat and Andre, Annie and Lloyd...sudden death. Please. #MKR",0
8439,575956834210615297,1,Nothing worse than undercooked egg mmmm then again maybe last night's chicken livers still trying not to gag #mkr,0
8440,575956832109268992,1,"WE WANT BIG PORTIONS!

#MKR",0
8442,575956768137695232,1,Jac/shaz dish sounds DELISH!! #MKR,0
8444,575956678551543808,1,These ingredient sponsorships are like fukn google ads on my tv #mkr,0
8445,575956659740151808,1,RT @Oh_tobs: Sometimes I don't know what Colin is saying #mkr,0
8446,575956652022595584,1,"If Sheri and Emilie go home, im not watching the show anymore :( #mkr",0
8447,575956646725189633,1,"Bianca is ""feeling sick"". She tried the baked Greek eggs.

#MKR",0
8448,575956611027509250,1,Lots of raw food around #MKR,0
8449,575956588332077056,1,#mkr if the contestants opened a restaurant: http://t.co/e5RvGzeDkT,0
8450,575956584934678530,1,Dave and Rob are going to fckn eat you Paleo man... beware #mkr,0
8451,575956558393126913,1,I wish they went to death row instead of sudden death #Mkr,0
